,id,movie,link,date,dist,gross_1995,gross_1996,gross_1997,gross_1998,gross_1999,gross_2000,gross_2001,gross_2002,gross_2003,gross_2004,gross_2005,gross_2006,gross_2007,gross_2008,gross_2009,gross_2010,gross_2011,gross_2012,gross_2013,gross_2014,gross_2015,gross_2016,gross_2017,gross_2018,gross_2019,gross_2020,tickets_1995,tickets_1996,tickets_1997,tickets_1998,tickets_1999,tickets_2000,tickets_2001,tickets_2002,tickets_2003,tickets_2004,tickets_2005,tickets_2006,tickets_2007,tickets_2008,tickets_2009,tickets_2010,tickets_2011,tickets_2012,tickets_2013,tickets_2014,tickets_2015,tickets_2016,tickets_2017,tickets_2018,tickets_2019,tickets_2020
11248,b7b4be9cdce0e172bb8f6f912b334703,Creative Control,/movie/Creative-Control,2016/03/11,Magnolia Pictures,,,,,,,,,,,,,,,,,,,,,,63014,,,,,,,,,,,,,,,,,,,,,,,,,,7284,,,,
10942,9117692c01a3fc4063039311eab300c3,Eye in the Sky,/movie/Eye-in-the-Sky,2016/03/11,Bleecker Street,,,,,,,,,,,,,,,,,,,,,,18704596,,,,,,,,,,,,,,,,,,,,,,,,,,2162381,,,,
10951,ddcf2fbcfed995c8ad15d9997eeb796c,"Hello, My Name is Doris",/movie/Hello-My-Name-is-Doris,2016/03/11,Roadside Attractions,,,,,,,,,,,,,,,,,,,,,,14444999,,,,,,,,,,,,,,,,,,,,,,,,,,1669942,,,,
11514,a9d4cf518f66cea0278a238df27d9b3e,Yalom's Cure,/movie/Yaloms-Cure-(Switzerland)-(2014),2016/03/11,First Run Features,,,,,,,,,,,,,,,,,,,,,,1164,,,,,,,,,,,,,,,,,,,,,,,,,,134,,,,
11480,aab1d0a85e505ea4d2d0274ec82d451a,The Automatic Hate,/movie/Automatic-Hate-The,2016/03/11,Film Movement,,,,,,,,,,,,,,,,,,,,,,4603,,,,,,,,,,,,,,,,,,,,,,,,,,532,,,,
11107,2a8d71f13f4f66af3c7d69d6a39f166c,Marguerite,/movie/Marguerite,2016/03/11,Cohen Media Group,,,,,,,,,,,,,,,,,,,,,,497323,,,,,,,,,,,,,,,,,,,,,,,,,,57493,,,,
10883,545bd044011cc37baeedfb4d84391439,Miracles from Heaven,/movie/Miracles-from-Heaven,2016/03/16,Sony Pictures,,,,,,,,,,,,,,,,,,,,,,61705123,,,,,,,,,,,,,,,,,,,,,,,,,,7133540,,,,
11216,b70a53e4939b9ed751ffec30962f9d9d,Fireworks Wednesday,/movie/Chaharshanbe-soori,2016/03/16,Grasshopper Film,,,,,,,,,,,,,,,,,,,,,,90519,,,,,,,,,,,,,,,,,,,,,,,,,,10464,,,,
11252,da5c1b78e6558452fe2d323f58ebec2a,Too Late,/movie/Too-Late,2016/03/18,Vanishing Angle F…,,,,,,,,,,,,,,,,,,,,,,60438,,,,,,,,,,,,,,,,,,,,,,,,,,6987,,,,
11137,bbdf0d92504bd3019f7708baa4051360,My Golden Days,/movie/Trois-souvenirs-de-ma-jeunesse-(France),2016/03/18,Magnolia Pictures,,,,,,,,,,,,,,,,,,,,,,269144,,,,,,,,,,,,,,,,,,,,,,,,,,31114,,,,
11335,f4020b03f16eb58c9277bcca7d5227cc,Take Me to the River,/movie/Take-Me-to-the-River-(2015),2016/03/18,Film Movement,,,,,,,,,,,,,,,,,,,,,,28041,,,,,,,,,,,,,,,,,,,,,,,,,,3241,,,,
11411,4c972ba9ecf219b2b93dad42476ddc6e,A Space Program,/movie/Space-Program-A,2016/03/18,Zeitgeist,,,,,,,,,,,,,,,,,,,,,,13739,,,,,,,,,,,,,,,,,,,,,,,,,,1588,,,,
11380,addee7511bf81fcae8f2c320325c5d85,Ktown Cowboys,/movie/Ktown-Cowboys,2016/03/18,Freestyle Releasing,,,,,,,,,,,,,,,,,,,,,,18863,,,,,,,,,,,,,,,,,,,,,,,,,,2180,,,,
10877,f89f149d45a2e18035d66d34aff608ec,The Divergent Series: Alleg…,/movie/Divergent-Series-Allegiant-The,2016/03/18,Lionsgate,,,,,,,,,,,,,,,,,,,,,,66184051,,,,,,,,,,,,,,,,,,,,,,,,,,7651335,,,,
11020,e12d3ffddc8fc4de49400fca56adc5bb,Kapoor & Sons,/movie/Kapoor-and-Sons,2016/03/18,FIP,,,,,,,,,,,,,,,,,,,,,,2607036,,,,,,,,,,,,,,,,,,,,,,,,,,301391,,,,
11089,06a1abeca7214a910e3327200958d2c5,The Bronze,/movie/Bronze-The,2016/03/18,Sony Pictures Cla…,,,,,,,,,,,,,,,,,,,,,,615816,,,,,,,,,,,,,,,,,,,,,,,,,,71192,,,,
11177,355d40a9d118e96fab9b95c4cbce4f7e,Krisha,/movie/Krisha,2016/03/18,A24,,,,,,,,,,,,,,,,,,,,,,144822,,,,,,,,,,,,,,,,,,,,,,,,,,16742,,,,
11153,164df03e7b7f1b2608394d9b7fbad483,El Clan,/movie/Clan-El,2016/03/18,20th Century Fox,,,,,,,,,,,,,,,,,,,,,,201227,,,,,,,,,,,,,,,,,,,,,,,,,,23263,,,,
11494,365ce111d4a3a5c4a2dd7899e048d510,Burning Bodhi,/movie/Burning-Bodhi,2016/03/18,Monterey Media,,,,,,,,,,,,,,,,,,,,,,3289,,,,,,,,,,,,,,,,,,,,,,,,,,380,,,,
11461,710bec1d417166bd1e4f50bbce948bca,Mad Tiger,/movie/Mad-Tiger,2016/03/18,Film Movement,,,,,,,,,,,,,,,,,,,,,,6823,,,,,,,,,,,,,,,,,,,,,,,,,,788,,,,
11457,3346d1c2c233fb83606f2e3a8553ddfb,The Brainwashing of My Dad,/movie/Brainwashing-of-My-Dad-The,2016/03/18,JSenko Productions,,,,,,,,,,,,,,,,,,,,,,7028,,,,,,,,,,,,,,,,,,,,,,,,,,812,,,,
11002,2e046174c8f2b7516b5cc180948447c7,Midnight Special,/movie/Midnight-Special,2016/03/18,Warner Bros.,,,,,,,,,,,,,,,,,,,,,,3712282,,,,,,,,,,,,,,,,,,,,,,,,,,429166,,,,
11184,157b65d9ae4331d27a4811fad9648031,Sweet Bean,/movie/An-(Japan),2016/03/18,Kino Lorber,,,,,,,,,,,,,,,,,,,,,,124800,,,,,,,,,,,,,,,,,,,,,,,,,,14427,,,,
11456,b6faf63ef797e8ef5ede3fa5b0a5c673,The Preppie Connection,/movie/Preppie-Connection-The,2016/03/18,IFC Films,,,,,,,,,,,,,,,,,,,,,,7138,,,,,,,,,,,,,,,,,,,,,,,,,,825,,,,
10885,a3f92e896743f69f3ad19c1a01891124,My Big Fat Greek Wedding 2,/movie/My-Big-Fat-Greek-Wedding-2,2016/03/25,Universal,,,,,,,,,,,,,,,,,,,,,,59689605,,,,,,,,,,,,,,,,,,,,,,,,,,6900532,,,,
11132,5aa69adf26bb1215ab01126c36dca73b,April and the Extraordinary…,/movie/Avril-et-le-monde-truque,2016/03/25,GKIDS,,,,,,,,,,,,,,,,,,,,,,295488,,,,,,,,,,,,,,,,,,,,,,,,,,34160,,,,
10842,9d8954130dcdb44bc4f78735f5e917e7,Batman v Superman: Dawn of …,/movie/Batman-v-Superman-Dawn-of-Justice,2016/03/25,Warner Bros.,,,,,,,,,,,,,,,,,,,,,,330360194,,,,,,,,,,,,,,,,,,,,,,,,,,38191930,,,,
11330,5d84a0436368b43d335500bcfb35d932,Valley of Love,/movie/Valley-of-Love-(France),2016/03/25,Strand,,,,,,,,,,,,,,,,,,,,,,28648,,,,,,,,,,,,,,,,,,,,,,,,,,3311,,,,
11185,0662cc51ae56c0fc55a6d439621cf227,Spirits' Homecoming,/movie/Gwi-hyang,2016/03/25,Pan Media & Enter…,,,,,,,,,,,,,,,,,,,,,,123704,,,,,,,,,,,,,,,,,,,,,,,,,,14301,,,,
11045,3d75f9f55ef65797986ae18a7f16bdef,I Saw the Light,/movie/I-Saw-the-Light,2016/03/25,Sony Pictures Cla…,,,,,,,,,,,,,,,,,,,,,,1646788,,,,,,,,,,,,,,,,,,,,,,,,,,190380,,,,
11006,2d89bcc64e0b5041d7cfbc97dde90397,Everybody Wants Some,/movie/Everybody-Wants-Some,2016/03/30,Paramount Pictures,,,,,,,,,,,,,,,,,,,,,,3400278,,,,,,,,,,,,,,,,,,,,,,,,,,393095,,,,
11488,c19cea6aa7870b5ee2ccb23505259d1f,I Don't Belong Anywhere: Th…,/movie/I-Dont-Belong-Anywhere-The-Cinema-of-Chantal-Akerman,2016/03/30,Icarus Films,,,,,,,,,,,,,,,,,,,,,,4069,,,,,,,,,,,,,,,,,,,,,,,,,,470,,,,
11518,0556569fea64f4db2c811c2e710e41dd,Next Time I'll Aim for the …,/movie/prochaine-fois-je-viserai-le-coeur-La,2016/04/01,Distrib Films,,,,,,,,,,,,,,,,,,,,,,815,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,
11352,db8df3da2a573a9c9917a34f2bbca6b6,Sold,/movie/Sold-(2013),2016/04/01,Matson,,,,,,,,,,,,,,,,,,,,,,25223,,,,,,,,,,,,,,,,,,,,,,,,,,2915,,,,
11476,0f220fa17d6c65d09be488eed2afc9d8,Marinoni: The Fire in the F…,/movie/Marinoni-The-Fire-in-the-Frame,2016/04/01,First Run Features,,,,,,,,,,,,,,,,,,,,,,4696,,,,,,,,,,,,,,,,,,,,,,,,,,542,,,,
11250,285ec886eb454e4d39f154f69ca2be5e,The Dark Horse,/movie/Dark-Horse-The-(2014),2016/04/01,Broad Green Pictures,,,,,,,,,,,,,,,,,,,,,,61505,,,,,,,,,,,,,,,,,,,,,,,,,,7110,,,,
11358,f9badcaef4622fad20a59b66a62784d1,No Home Movie,/movie/No-Home-Movie,2016/04/01,Icarus Films,,,,,,,,,,,,,,,,,,,,,,24132,,,,,,,,,,,,,,,,,,,,,,,,,,2789,,,,
10970,6aa12c5f02033f0639cc850a254f8442,Meet the Blacks,/movie/Meet-the-Blacks,2016/04/01,Freestyle Releasing,,,,,,,,,,,,,,,,,,,,,,9097072,,,,,,,,,,,,,,,,,,,,,,,,,,1051684,,,,
11080,14421f5f04a18e8f1ebccd7b423607ac,Saturday's Warrior,/movie/Saturdays-Warrior,2016/04/01,Purdie Distribution,,,,,,,,,,,,,,,,,,,,,,744046,,,,,,,,,,,,,,,,,,,,,,,,,,86016,,,,
11295,265de8237cf1522ebf3813b66d04089f,Catching the Sun,/movie/Catching-the-Sun,2016/04/01,The Film Collabor…,,,,,,,,,,,,,,,,,,,,,,38613,,,,,,,,,,,,,,,,,,,,,,,,,,4463,,,,
11058,aa3a99719fefa93b1be9b947435bd302,Vaxxed: From Cover Up to Ca…,/movie/Vaxxed-From-Cover-Up-to-Catastrophe,2016/04/01,Cinema Libre,,,,,,,,,,,,,,,,,,,,,,1163265,,,,,,,,,,,,,,,,,,,,,,,,,,134481,,,,
11019,c46ab42907911d0cf67ca06d00aff614,Miles Ahead,/movie/Miles-Ahead,2016/04/01,Sony Pictures Cla…,,,,,,,,,,,,,,,,,,,,,,2610896,,,,,,,,,,,,,,,,,,,,,,,,,,301837,,,,
11078,660b0fe472cfeab7729a478ae48ba526,Chongqing Hot Pot,/movie/Chongqing-Hot-Pot,2016/04/01,China Lion Film D…,,,,,,,,,,,,,,,,,,,,,,776649,,,,,,,,,,,,,,,,,,,,,,,,,,89786,,,,
11322,596e11269ebbb29635df63ae1ca86565,"Kill Me, Deadly",/movie/Kill-Me-Deadly,2016/04/01,Indican Pictures,,,,,,,,,,,,,,,,,,,,,,30091,5936,,,,,,,,,,,,,,,,,,,,,,,,,3478,661,,,
11129,fc924444372839bdc7fd9bd6c4adffa0,Francofonia,/movie/Francofonia,2016/04/01,Music Box Films,,,,,,,,,,,,,,,,,,,,,,307040,,,,,,,,,,,,,,,,,,,,,,,,,,35495,,,,
10936,adbd097a80d3d21a34ea41009dcc14f8,God's Not Dead 2,/movie/Gods-Not-Dead-2,2016/04/01,Pure Flix Enterta…,,,,,,,,,,,,,,,,,,,,,,20773069,,,,,,,,,,,,,,,,,,,,,,,,,,2401510,,,,
11072,3fab2ee7507174489cb14ab4c089fbab,Ki & Ka,/movie/Ki-and-Ka,2016/04/01,Eros Entertainment,,,,,,,,,,,,,,,,,,,,,,857986,,,,,,,,,,,,,,,,,,,,,,,,,,99189,,,,
11042,df7dc9fa05078ef84734c5bab33091ec,The Met: Live in HD - Madam…,/movie/Met-Live-in-HD-Madama-Butterfly,2016/04/02,Fathom Events,,,,,,,,,,,,,,,,,,,,,,1700900,,,,,,,,,,,,,,,,,,,,,,,,,,196635,,,,
11225,3bc65fdd3263447c5e27464ea30680af,Vita Activa: The Spirit of …,/movie/Vita-Activa-The-Spirit-of-Hannah-Arendt,2016/04/06,Zeitgeist,,,,,,,,,,,,,,,,,,,,,,82143,,,,,,,,,,,,,,,,,,,,,,,,,,9496,,,,
11462,2a679934110a07c027f40651ca121b91,The Dying of the Light,/movie/Dying-of-the-Light-The-(2015-Documentary),2016/04/07,First Run Features,,,,,,,,,,,,,,,,,,,,,,6627,,,,,,,,,,,,,,,,,,,,,,,,,,766,,,,
11384,07d05e9806a61df4bd261334d56ef557,The Channel,/movie/Channel-The,2016/04/08,Indican Pictures,,,,,,,,,,,,,,,,,,,,,,18319,,,,,,,,,,,,,,,,,,,,,,,,,,2117,,,,
11303,d2e8e1304ba0e3e8b7284e796abb0b1d,Mr. Right,/movie/Mr-Right,2016/04/08,Focus World,,,,,,,,,,,,,,,,,,,,,,34694,,,,,,,,,,,,,,,,,,,,,,,,,,4010,,,,
10967,ca2d91eeafbeef6fec25857f2cca137f,Hardcore Henry,/movie/Hardcore-Henry,2016/04/08,STX Entertainment,,,,,,,,,,,,,,,,,,,,,,9252038,,,,,,,,,,,,,,,,,,,,,,,,,,1069599,,,,
11267,3e1081c6a3f6ed3f90394b8c8875a37d,High Strung,/movie/High-Strung,2016/04/08,Paladin,,,,,,,,,,,,,,,,,,,,,,53447,,,,,,,,,,,,,,,,,,,,,,,,,,6178,,,,
11507,ef6b86bc6e33beede71144f273203b41,Memoria,/movie/Memoria,2016/04/08,Monterey Media,,,,,,,,,,,,,,,,,,,,,,2242,,,,,,,,,,,,,,,,,,,,,,,,,,259,,,,
11342,a2265840d45a3307c5ce6cbac6fa6661,Neon Bull,/movie/Boi-neon,2016/04/08,Kino Lorber,,,,,,,,,,,,,,,,,,,,,,26755,,,,,,,,,,,,,,,,,,,,,,,,,,3093,,,,
10881,6c0ec8a9bc3bc885e2bee70978c1cdeb,The Boss,/movie/Boss-The,2016/04/08,Universal,,,,,,,,,,,,,,,,,,,,,,63077560,,,,,,,,,,,,,,,,,,,,,,,,,,7292203,,,,
11144,2b634bd36b02e2a86c28885c64774710,The Invitation,/movie/Invitation-The,2016/04/08,Drafthouse Films,,,,,,,,,,,,,,,,,,,,,,231738,,,,,,,,,,,,,,,,,,,,,,,,,,26790,,,,
11033,51a7d7c8de5d5397cc7aad59a188a5f0,Demolition,/movie/Demolition,2016/04/08,Fox Searchlight,,,,,,,,,,,,,,,,,,,,,,1978592,,,,,,,,,,,,,,,,,,,,,,,,,,228738,,,,
11165,d46e5c14edde5d2945c72463a33ce4a9,Louder Than Bombs,/movie/Louder-Than-Bombs,2016/04/08,The Orchard,,,,,,,,,,,,,,,,,,,,,,163808,,,,,,,,,,,,,,,,,,,,,,,,,,18937,,,,
11104,85ef5230b4c7fea044d6f437e19c14ee,The First Monday in May,/movie/First-Monday-in-May-The,2016/04/15,Magnolia Pictures,,,,,,,,,,,,,,,,,,,,,,527474,,,,,,,,,,,,,,,,,,,,,,,,,,60979,,,,
10950,37012f094e36e96c3111f2e1e0d74fb8,Criminal,/movie/Criminal-(2015),2016/04/15,Lionsgate,,,,,,,,,,,,,,,,,,,,,,14708696,,,,,,,,,,,,,,,,,,,,,,,,,,1700427,,,,
11379,74cbe4c8aa06c4628e5ed4bbb0a7bb0d,Revelation: Dawn of Global …,/movie/Revelation-Dawn-of-Global-Government,2016/04/15,Rocky Mountain Pi…,,,,,,,,,,,,,,,,,,,,,,19107,,,,,,,,,,,,,,,,,,,,,,,,,,2208,,,,
11438,91fea2cd74cd718ee6e315a63774e058,An Eye for Beauty,/movie/regne-de-la-beaute-Le,2016/04/15,Monument Releasing,,,,,,,,,,,,,,,,,,,,,,9395,,,,,,,,,,,,,,,,,,,,,,,,,,1086,,,,
11400,7f5bf6b821b407c12bca6c2d4fa25605,Colonia,/movie/Colonia,2016/04/15,Screen Media Films,,,,,,,,,,,,,,,,,,,,,,15709,,,,,,,,,,,,,,,,,,,,,,,,,,1816,,,,
11009,d982de590ab9b4067da8053995400ef6,Sing Street,/movie/Sing-Street,2016/04/15,Weinstein Co.,,,,,,,,,,,,,,,,,,,,,,3237118,,,,,,,,,,,,,,,,,,,,,,,,,,374233,,,,
11011,43140c955ad543c3da1e7035879aa3ec,Green Room,/movie/Green-Room-(2015),2016/04/15,A24,,,,,,,,,,,,,,,,,,,,,,3220371,,,,,,,,,,,,,,,,,,,,,,,,,,372297,,,,
11255,a7093bab09ec28cad428a11511efff6a,Time Renegades,/movie/Siganitalga,2016/04/15,CJ Entertainment,,,,,,,,,,,,,,,,,,,,,,58689,,,,,,,,,,,,,,,,,,,,,,,,,,6784,,,,
11258,9b9eeceb85d82a31212a512c825e8425,Wedding Doll,/movie/Hatuna-MeNiyar,2016/04/15,Strand,,,,,,,,,,,,,,,,,,,,,,56196,,,,,,,,,,,,,,,,,,,,,,,,,,6496,,,,
11314,185aac8404ac8f1ddc0149d8ed0cd873,Rio I Love You,/movie/Rio-Eu-Te-Amo,2016/04/15,Screen Media Films,,,,,,,,,,,,,,,,,,,,,,31982,,,,,,,,,,,,,,,,,,,,,,,,,,3697,,,,
11221,493d8b6038d29da247890c17c621ae8b,Los sures,/movie/sures-Los,2016/04/15,Oscilloscope Pict…,,,,,,,,,,,,,,,,,,,,,,83992,,,,,,,,,,,,,,,,,,,,,,,,,,9710,,,,
11213,f6ec9805a04a22726a606559a9ec871d,New York New York,/movie/New-York-New-York-(China-2016),2016/04/15,China Lion Film D…,,,,,,,,,,,,,,,,,,,,,,92377,,,,,,,,,,,,,,,,,,,,,,,,,,10679,,,,
11495,44ae5116fd181714555bd48cabe1032c,In Harmony,/movie/En-equilibre-(France),2016/04/15,Distrib Films,,,,,,,,,,,,,,,,,,,,,,3144,,,,,,,,,,,,,,,,,,,,,,,,,,363,,,,
10892,02009d310441ea1896b894f7e06419e3,Barbershop: The Next Cut,/movie/Barbershop-The-Next-Cut,2016/04/15,Warner Bros.,,,,,,,,,,,,,,,,,,,,,,54030051,,,,,,,,,,,,,,,,,,,,,,,,,,6246249,,,,
11361,362118c39853084b1f5ee31d5990947c,Gridiron Heroes,/movie/Gridiron-Heroes,2016/04/15,Indican Pictures,,,,,,,,,,,,,,,,,,,,,,23237,250,,,,,,,,,,,,,,,,,,,,,,,,,2686,27,,,
11414,67541c7d5775f35bac9bf8c6888d39bf,The Adderall Diaries,/movie/Adderall-Diaries-The,2016/04/15,A24,,,,,,,,,,,,,,,,,,,,,,13191,,,,,,,,,,,,,,,,,,,,,,,,,,1524,,,,
11191,6683d7b889efb05b612683c9f40cbf19,The Measure of a Man,/movie/loi-du-marche-La,2016/04/15,Kino Lorber,,,,,,,,,,,,,,,,,,,,,,112391,,,,,,,,,,,,,,,,,,,,,,,,,,12993,,,,
10839,6355c3b3ee781c4021fe7c07497ef99c,The Jungle Book,/movie/Jungle-Book-The-(2016),2016/04/15,Walt Disney,,,,,,,,,,,,,,,,,,,,,,364001123,,,,,,,,,,,,,,,,,,,,,,,,,,42081054,,,,
11205,ce7b3c20054d19ff7cced764f4d0894b,Our Last Tango,/movie/tango-mas-Un,2016/04/15,Strand,,,,,,,,,,,,,,,,,,,,,,100086,,,,,,,,,,,,,,,,,,,,,,,,,,11570,,,,
11043,3ba57f5e25e36bbedf33cff96d15fecd,Fan,/movie/Fan-(India),2016/04/15,Yash Raj Films,,,,,,,,,,,,,,,,,,,,,,1689879,,,,,,,,,,,,,,,,,,,,,,,,,,195361,,,,
11300,4ce241ad0fc0d54547eefba26e26f915,How to Let Go of the World …,/movie/How-to-Let-Go-of-the-World-and-Love-All-The-Things-Climate-Cant-Change,2016/04/20,International WOW,,,,,,,,,,,,,,,,,,,,,,36386,,,,,,,,,,,,,,,,,,,,,,,,,,4206,,,,
11393,aa443fa43d925656987c854ae53e11f0,Streit's: Matzo and the Ame…,/movie/Streits-Matzo-and-the-American-Dream,2016/04/20,Menemsha Entertai…,,,,,,,,,,,,,,,,,,,,,,17506,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,,
11106,2a64c76b59a2a758382aeb9d00252268,Unsullied,/movie/Unsullied,2016/04/22,Indican Pictures,,,,,,,,,,,,,,,,,,,,,,510957,,,,,,,,,,,,,,,,,,,,,,,,,,59070,,,,
11188,eb06833614ce549825d75c423d30404e,Hockney,/movie/Hockney,2016/04/22,Film Movement,,,,,,,,,,,,,,,,,,,,,,120745,,,,,,,,,,,,,,,,,,,,,,,,,,13958,,,,
11318,a524a8487286e40021c4b29a7021b2b6,Men & Chicken,/movie/Maend-og-Hons,2016/04/22,Drafthouse Films,,,,,,,,,,,,,,,,,,,,,,30207,,,,,,,,,,,,,,,,,,,,,,,,,,3492,,,,
11202,c8d1d6eaf610d3f07723cad5bc8a8503,Tale of Tales,/movie/racconto-dei-racconti-Il,2016/04/22,IFC Films,,,,,,,,,,,,,,,,,,,,,,102186,,,,,,,,,,,,,,,,,,,,,,,,,,11813,,,,
10896,4ca94dc5f9a9127d3907c98be5c92a4f,The Huntsman: Winter's War,/movie/Huntsman-Winters-War-The,2016/04/22,Universal,,,,,,,,,,,,,,,,,,,,,,48003015,,,,,,,,,,,,,,,,,,,,,,,,,,5549481,,,,
11013,fbd81f070b5506e65d28b7ce4f1bc20e,Compadres,/movie/Compadres-(Mexico),2016/04/22,Lionsgate,,,,,,,,,,,,,,,,,,,,,,3127773,,,,,,,,,,,,,,,,,,,,,,,,,,361592,,,,
11478,65dc082c6a8a4c6b7dc5db030ff27daf,Sworn Virgin,/movie/Vergine-giurata,2016/04/22,Strand,,,,,,,,,,,,,,,,,,,,,,4636,,,,,,,,,,,,,,,,,,,,,,,,,,535,,,,
10991,775c4914dbe79185070822812c7dbb47,The Meddler,/movie/Meddler-The,2016/04/22,Sony Pictures Cla…,,,,,,,,,,,,,,,,,,,,,,4267219,,,,,,,,,,,,,,,,,,,,,,,,,,493320,,,,
11063,146a319dee3ec294f0770225175be2a3,Elvis & Nixon,/movie/Elvis-and-Nixon,2016/04/22,Bleecker Street &…,,,,,,,,,,,,,,,,,,,,,,1055284,,,,,,,,,,,,,,,,,,,,,,,,,,121998,,,,
10993,07fe921e5c5b9e7edc39f0803c9f21c2,A Hologram for the King,/movie/Hologram-for-the-King-A,2016/04/22,Roadside Attractions,,,,,,,,,,,,,,,,,,,,,,4212494,,,,,,,,,,,,,,,,,,,,,,,,,,486993,,,,
11170,10fbfa4e734a11a7f05fe3428b694b13,Eva Hesse,/movie/Eva-Hesse,2016/04/27,Zeitgeist,,,,,,,,,,,,,,,,,,,,,,157481,,,,,,,,,,,,,,,,,,,,,,,,,,18205,,,,
10914,1beaacb0f9ebb66203bc549861b2a636,Mother's Day,/movie/Mothers-Day-(2016),2016/04/29,Open Road,,,,,,,,,,,,,,,,,,,,,,32492859,,,,,,,,,,,,,,,,,,,,,,,,,,3756399,,,,
11429,84ba552ff47516bcee0562ded410b518,Viktoria,/movie/Viktoria,2016/04/29,Big World Pictures,,,,,,,,,,,,,,,,,,,,,,11314,,,,,,,,,,,,,,,,,,,,,,,,,,1307,,,,
11138,9cb744c69d6cd0f6f43ea345a1f3ac02,The Family Fang,/movie/Family-Fang-The,2016/04/29,Starz Media,,,,,,,,,,,,,,,,,,,,,,262921,,,,,,,,,,,,,,,,,,,,,,,,,,30395,,,,
10998,4d900d528a37a12578032bff88dd55f7,The Man Who Knew Infinity,/movie/Man-Who-Knew-Infinity-The,2016/04/29,IFC Films,,,,,,,,,,,,,,,,,,,,,,3877922,,,,,,,,,,,,,,,,,,,,,,,,,,448314,,,,
11237,4e48b0a176a86a1089ac1fa6d51101b2,The Congressman,/movie/Congressman-The,2016/04/29,Shadow,,,,,,,,,,,,,,,,,,,,,,71451,,,,,,,,,,,,,,,,,,,,,,,,,,8260,,,,
11260,549a5378ce516155362064a5289498b9,The Wait,/movie/attesa-L,2016/04/29,Oscilloscope Pict…,,,,,,,,,,,,,,,,,,,,,,55804,,,,,,,,,,,,,,,,,,,,,,,,,,6451,,,,
11060,4359149baad6fef56d99f5ecb531111c,Papa: Hemingway in Cuba,/movie/Papa-Hemingway-in-Cuba,2016/04/29,Yari Film Group R…,,,,,,,,,,,,,,,,,,,,,,1115615,,,,,,,,,,,,,,,,,,,,,,,,,,128972,,,,
11158,de78121669f8194c9fe341753fcec7bc,Viva,/movie/Viva-(2015),2016/04/29,Magnolia Pictures,,,,,,,,,,,,,,,,,,,,,,178008,,,,,,,,,,,,,,,,,,,,,,,,,,20578,,,,
11114,ab2d8443e0180bb623726502ee39fd31,Baaghi,/movie/Baaghi,2016/04/29,UTV Communications,,,,,,,,,,,,,,,,,,,,,,438207,,,,,,,,,,,,,,,,,,,,,,,,,,50659,,,,
10937,93d708dfe0d619f27218db3832fbcdf2,Keanu,/movie/Keanu,2016/04/29,Warner Bros.,,,,,,,,,,,,,,,,,,,,,,20591853,,,,,,,,,,,,,,,,,,,,,,,,,,2380561,,,,
11370,2ae02d86fa4f24d2ec1cd59feaae16df,Term Life,/movie/Term-Life,2016/04/29,Focus World,,,,,,,,,,,,,,,,,,,,,,21256,,,,,,,,,,,,,,,,,,,,,,,,,,2457,,,,
10974,4f8a89fe7e2e2555d574b5256ebddc67,A Beautiful Planet,/movie/Beautiful-Planet-A,2016/04/29,Walt Disney,,,,,,,,,,,,,,,,,,,,,,7895708,,,,,,,,,,,,,,,,,,,,,,,,,,912798,,,,
10972,adad9e809d6247f823b1af07fc4f8315,Ratchet and Clank,/movie/Ratchet-and-Clank,2016/04/29,Focus Features,,,,,,,,,,,,,,,,,,,,,,8813410,,,,,,,,,,,,,,,,,,,,,,,,,,1018891,,,,
11028,8c75067de73cf0ac9e3b548de20e361e,A Bigger Splash,/movie/Bigger-Splash-A,2016/05/04,Fox Searchlight,,,,,,,,,,,,,,,,,,,,,,2024099,,,,,,,,,,,,,,,,,,,,,,,,,,233999,,,,
11422,f6c4a8ba354cb25005522827813b247c,Hot Water,/movie/Hot-Water,2016/05/05,Indican Pictures,,,,,,,,,,,,,,,,,,,,,,12101,,,,,,,,,,,,,,,,,,,,,,,,,,1398,,,,
11502,f82b4001fcb08cc94782cc98d759560e,The Professor: Tai Chi's Jo…,/movie/Professor-Tai-Chis-Journey-West-The,2016/05/06,First Run Features,,,,,,,,,,,,,,,,,,,,,,2852,,,,,,,,,,,,,,,,,,,,,,,,,,329,,,,
11141,5aa3516716fce69d94a64c3a85688f24,Dheepan,/movie/Dheepan,2016/05/06,Sundance Selects,,,,,,,,,,,,,,,,,,,,,,248795,,,,,,,,,,,,,,,,,,,,,,,,,,28762,,,,
11317,de37b5dce1ee4df5d51e27553ab9ff95,Being Charlie,/movie/Being-Charlie,2016/05/06,Paladin,,,,,,,,,,,,,,,,,,,,,,30400,,,,,,,,,,,,,,,,,,,,,,,,,,3514,,,,
11420,7a61234fdb74b62671909dbc2f7914d0,Elstree 1976,/movie/Elstree-1976,2016/05/06,FilmRise,,,,,,,,,,,,,,,,,,,,,,12173,,,,,,,,,,,,,,,,,,,,,,,,,,1407,,,,
11336,2afe0960b0b80392eb3b4929d2244038,"Rabin, in His Own Words",/movie/Rabin-in-His-Own-Words,2016/05/06,Menemsha Entertai…,,,,,,,,,,,,,,,,,,,,,,27941,,,,,,,,,,,,,,,,,,,,,,,,,,3230,,,,
